lawsectioneventid	lawsection	event	lawsectioneventrelationship	lawsectioneventnotes
5885	708	3915	indirect	
5886	711	3915	indirect	
5887	817	3915	indirect	
5888	911	3915	indirect	
5889	591	3915	indirect	
5890	448	3916	indirect	
5891	194	3917	indirect	
5892	347	3917	indirect	
5893	708	3917	indirect	
5894	711	3917	indirect	
5895	817	3917	indirect	
5896	911	3917	indirect	
5897	1604	3917	indirect	
5898	591	3917	indirect	
5899	194	3921	indirect	
5900	347	3921	indirect	
5901	708	3921	indirect	
5902	711	3921	indirect	
5903	817	3921	indirect	
5904	911	3921	indirect	
5905	591	3921	indirect	
5906	648	3922	indirect	
5907	646	3922	indirect	
5908	448	3923	indirect	
5909	707	3927	indirect	
5910	817	3927	reference	
5911	193	3927	indirect	
5912	1336	3927	indirect	
5913	1621	3927	indirect	
5914	194	3928	indirect	
5915	347	3928	indirect	
5916	708	3928	indirect	
5917	711	3928	indirect	
5918	817	3928	indirect	
5919	911	3928	indirect	
5920	591	3928	indirect	
5921	194	3931	indirect	
5922	347	3931	indirect	
5923	708	3931	indirect	
5924	711	3931	indirect	
5925	817	3931	indirect	
5926	911	3931	indirect	
5927	591	3931	indirect	
5928	194	3932	indirect	
5929	347	3932	indirect	
5930	708	3932	indirect	
5931	711	3932	indirect	
5932	817	3932	indirect	
5933	911	3932	indirect	
5934	591	3932	indirect	
5935	194	3933	indirect	
5936	347	3933	indirect	
5937	708	3933	indirect	
5938	711	3933	indirect	
5939	817	3933	indirect	
5940	911	3933	indirect	
5941	591	3933	indirect	
5942	448	3934	indirect	
5943	194	3935	indirect	
5944	347	3935	indirect	
5945	708	3935	indirect	
5946	711	3935	indirect	
5947	817	3935	indirect	
5948	911	3935	indirect	
5949	591	3935	indirect	
5950	707	3937	indirect	
5951	817	3937	reference	
5952	193	3937	indirect	
5953	1336	3937	indirect	
5954	1621	3937	indirect	
5955	707	3939	indirect	
5956	817	3939	reference	
5957	193	3939	indirect	
5958	1336	3939	indirect	
5959	1621	3939	indirect	
5960	194	3940	indirect	
5961	347	3940	indirect	
5962	708	3940	indirect	
5963	711	3940	indirect	
5964	817	3940	indirect	
5965	911	3940	indirect	
5966	591	3940	indirect	
5967	194	3941	indirect	
5968	347	3941	indirect	
5969	708	3941	indirect	
5970	711	3941	indirect	
5971	817	3941	indirect	
5972	911	3941	indirect	
5973	591	3941	indirect	
5974	194	3942	indirect	
5975	347	3942	indirect	
5976	708	3942	indirect	
5977	711	3942	indirect	
5978	817	3942	indirect	
5979	911	3942	indirect	
5980	591	3942	indirect	
5981	707	3945	indirect	
5982	817	3945	reference	
5983	193	3945	indirect	
5984	1336	3945	indirect	
5985	1621	3945	indirect	
5986	194	3946	indirect	
5987	347	3946	indirect	
5988	708	3946	indirect	
5989	711	3946	indirect	
5990	817	3946	indirect	
5991	911	3946	indirect	
5992	1259	3946	indirect	
5993	591	3946	indirect	
5994	194	3947	indirect	
5995	347	3947	indirect	
5996	708	3947	indirect	
5997	711	3947	indirect	
5998	817	3947	indirect	
5999	911	3947	indirect	
6000	591	3947	indirect	
6001	707	3951	indirect	
6002	817	3951	reference	
6003	193	3951	indirect	
6004	1336	3951	indirect	
6005	1621	3951	indirect	
6006	194	3952	indirect	
6007	347	3952	indirect	
6008	708	3952	indirect	
6009	711	3952	indirect	
6010	817	3952	indirect	
6011	911	3952	indirect	
6012	591	3952	indirect	
6013	648	3955	indirect	
6014	646	3955	indirect	
6015	448	3956	indirect	
6016	688	3956	reference	
6017	707	3957	indirect	
6018	817	3957	reference	
6019	193	3957	indirect	
6020	1336	3957	indirect	
6021	1621	3957	indirect	
6022	1493	3958	indirect	
6023	1216	3958	indirect	
6024	1294	3958	indirect	
6025	448	3959	indirect	
6026	194	3960	indirect	
6027	709	3960	indirect	
6028	1413	3960	indirect	
6029	194	3961	indirect	
6030	709	3961	indirect	
6031	1413	3961	indirect	
6032	707	3963	indirect	
6033	817	3963	reference	
6034	193	3963	indirect	
6035	1336	3963	indirect	
6036	1621	3963	indirect	
6037	646	3965	indirect	
6038	648	3965	indirect	
6039	707	3966	indirect	
6040	817	3966	reference	
6041	193	3966	indirect	
6042	1336	3966	indirect	
6043	1621	3966	indirect	
6044	194	3967	indirect	
6045	347	3967	indirect	
6046	708	3967	indirect	
6047	711	3967	indirect	
6048	817	3967	indirect	
6049	911	3967	indirect	
6050	591	3967	indirect	
6051	707	3968	indirect	
6052	817	3968	reference	
6053	193	3968	indirect	
6054	1336	3968	indirect	
6055	1621	3968	indirect	
6056	448	3969	indirect	
6057	194	3971	indirect	
6058	709	3971	indirect	
6059	1413	3971	indirect	
6060	448	3973	indirect	
6061	194	3974	indirect	
6062	347	3974	indirect	
6063	708	3974	indirect	
6064	711	3974	indirect	
6065	817	3974	indirect	
6066	911	3974	indirect	
6067	1604	3974	indirect	
6068	591	3974	indirect	
6069	194	3975	indirect	
6070	347	3975	indirect	
6071	708	3975	indirect	
6072	711	3975	indirect	
6073	817	3975	indirect	
6074	911	3975	indirect	
6075	1604	3975	indirect	
6076	591	3975	indirect	
6077	369	3976	indirect	
6078	448	3978	indirect	
6079	448	3980	indirect	
6080	194	3981	indirect	
6081	347	3981	indirect	
6082	708	3981	indirect	
6083	711	3981	indirect	
6084	817	3981	indirect	
6085	911	3981	indirect	
6086	591	3981	indirect	
6087	194	3982	indirect	
6088	347	3982	indirect	
6089	708	3982	indirect	
6090	711	3982	indirect	
6091	817	3982	indirect	
6092	911	3982	indirect	
6093	1604	3982	indirect	
6094	591	3982	indirect	
6095	194	3983	indirect	
6096	347	3983	indirect	
6097	708	3983	indirect	
6098	711	3983	indirect	
6099	817	3983	indirect	
6100	911	3983	indirect	
6101	591	3983	indirect	
6102	1758	3984	indirect	
6103	1117	3984	indirect	
6104	448	3985	indirect	
6105	448	3986	indirect	
6106	707	3987	indirect	
6107	817	3987	reference	
6108	193	3987	indirect	
6109	1336	3987	indirect	
6110	1621	3987	indirect	
6111	707	3988	indirect	
6112	817	3988	reference	
6113	193	3988	indirect	
6114	1336	3988	indirect	
6115	1621	3988	indirect	
6116	448	3989	indirect	
6117	194	3991	indirect	
6118	347	3991	indirect	
6119	708	3991	indirect	
6120	711	3991	indirect	
6121	817	3991	indirect	
6122	911	3991	indirect	
6123	591	3991	indirect	
6124	448	3992	indirect	
6125	194	3993	indirect	
6126	709	3993	indirect	
6127	1037	3993	indirect	
6128	1413	3993	indirect	
6129	194	3997	indirect	
6130	709	3997	indirect	
6131	1037	3997	indirect	
6132	1413	3997	indirect	
6133	707	3998	indirect	
6134	817	3998	reference	
6135	193	3998	indirect	
6136	1336	3998	indirect	
6137	1621	3998	indirect	
6138	194	3999	indirect	
6139	347	3999	indirect	
6140	708	3999	indirect	
6141	711	3999	indirect	
6142	817	3999	indirect	
6143	911	3999	indirect	
6144	591	3999	indirect	
6145	194	4001	indirect	
6146	347	4001	indirect	
6147	708	4001	indirect	
6148	711	4001	indirect	
6149	817	4001	indirect	
6150	911	4001	indirect	
6151	591	4001	indirect	
6152	707	4002	indirect	
6153	817	4002	reference	
6154	193	4002	indirect	
6155	1336	4002	indirect	
6156	1621	4002	indirect	
6157	707	4003	indirect	
6158	817	4003	reference	
6159	193	4003	indirect	
6160	1336	4003	indirect	
6161	1621	4003	indirect	
6162	707	4004	indirect	
6163	817	4004	reference	
6164	193	4004	indirect	
6165	1336	4004	indirect	
6166	1621	4004	indirect	
6167	707	4005	indirect	
6168	817	4005	reference	
6169	193	4005	indirect	
6170	1336	4005	indirect	
6171	1621	4005	indirect	
6172	194	4007	indirect	
6173	347	4007	indirect	
6174	708	4007	indirect	
6175	711	4007	indirect	
6176	817	4007	indirect	
6177	911	4007	indirect	
6178	591	4007	indirect	
6179	707	4009	indirect	
6180	817	4009	reference	
6181	193	4009	indirect	
6182	1336	4009	indirect	
6183	1621	4009	indirect	
6184	707	4010	indirect	
6185	817	4010	reference	
6186	193	4010	indirect	
6187	1336	4010	indirect	
6188	1621	4010	indirect	
6189	347	4012	indirect	
6190	1270	4012	indirect	
6191	194	4013	indirect	
6192	347	4013	indirect	
6193	708	4013	indirect	
6194	711	4013	indirect	
6195	817	4013	indirect	
6196	911	4013	indirect	
6197	591	4013	indirect	
6198	194	4014	indirect	
6199	347	4014	indirect	
6200	708	4014	indirect	
6201	711	4014	indirect	
6202	817	4014	indirect	
6203	911	4014	indirect	
6204	1604	4014	indirect	
6205	591	4014	indirect	
6206	194	4015	indirect	
6207	347	4015	indirect	
6208	708	4015	indirect	
6209	711	4015	indirect	
6210	817	4015	indirect	
6211	911	4015	indirect	
6212	591	4015	indirect	
6213	194	4017	indirect	
6214	347	4017	indirect	
6215	708	4017	indirect	
6216	711	4017	indirect	
6217	817	4017	indirect	
6218	911	4017	indirect	
6219	591	4017	indirect	
6220	707	4019	indirect	
6221	817	4019	reference	
6222	193	4019	indirect	
6223	1336	4019	indirect	
6224	1621	4019	indirect	
6225	194	4020	indirect	
6226	347	4020	indirect	
6227	708	4020	indirect	
6228	711	4020	indirect	
6229	817	4020	indirect	
6230	911	4020	indirect	
6231	591	4020	indirect	
6232	448	4021	indirect	
6233	688	4021	indirect	
6234	707	4023	indirect	
6235	817	4023	reference	
6236	193	4023	indirect	
6237	1336	4023	indirect	
6238	1621	4023	indirect	
6239	194	4025	indirect	
6240	347	4025	indirect	
6241	708	4025	indirect	
6242	711	4025	indirect	
6243	817	4025	indirect	
6244	911	4025	indirect	
6245	591	4025	indirect	
6246	707	4028	indirect	
6247	817	4028	reference	
6248	193	4028	indirect	
6249	1336	4028	indirect	
6250	1621	4028	indirect	
6251	1758	4029	indirect	
6252	1117	4029	indirect	
6253	194	4031	indirect	
6254	347	4031	indirect	
6255	708	4031	indirect	
6256	711	4031	indirect	
6257	817	4031	indirect	
6258	911	4031	indirect	
6259	591	4031	indirect	
6260	194	4032	indirect	
6261	347	4032	indirect	
6262	708	4032	indirect	
6263	711	4032	indirect	
6264	817	4032	indirect	
6265	911	4032	indirect	
6266	591	4032	indirect	
6267	707	4033	indirect	
6268	817	4033	reference	
6269	193	4033	indirect	
6270	1336	4033	indirect	
6271	1621	4033	indirect	
6272	194	4035	indirect	
6273	347	4035	indirect	
6274	708	4035	indirect	
6275	711	4035	indirect	
6276	817	4035	indirect	
6277	911	4035	indirect	
6278	591	4035	indirect	
6279	639	4036	indirect	
6280	707	4039	indirect	
6281	817	4039	reference	
6282	193	4039	indirect	
6283	1336	4039	indirect	
6284	1621	4039	indirect	
6285	707	4040	indirect	
6286	817	4040	reference	
6287	193	4040	indirect	
6288	1336	4040	indirect	
6289	1621	4040	indirect	
6290	194	4041	indirect	
6291	347	4041	indirect	
6292	708	4041	indirect	
6293	711	4041	indirect	
6294	817	4041	indirect	
6295	911	4041	indirect	
6296	1604	4041	indirect	
6297	591	4041	indirect	
6298	448	4042	indirect	
6299	688	4042	indirect	
6300	194	4044	indirect	
6301	347	4044	indirect	
6302	708	4044	indirect	
6303	711	4044	indirect	
6304	817	4044	indirect	
6305	911	4044	indirect	
6306	591	4044	indirect	
6307	707	4045	indirect	
6308	817	4045	reference	
6309	193	4045	indirect	
6310	1336	4045	indirect	
6311	1621	4045	indirect	
6312	707	4046	indirect	
6313	817	4046	reference	
6314	193	4046	indirect	
6315	1336	4046	indirect	
6316	1621	4046	indirect	
6317	707	4047	indirect	
6318	817	4047	reference	
6319	193	4047	indirect	
6320	1336	4047	indirect	
6321	1621	4047	indirect	
6322	707	4048	indirect	
6323	817	4048	reference	
6324	193	4048	indirect	
6325	1336	4048	indirect	
6326	1621	4048	indirect	
6327	194	4050	indirect	
6328	347	4050	indirect	
6329	708	4050	indirect	
6330	711	4050	indirect	
6331	817	4050	indirect	
6332	911	4050	indirect	
6333	591	4050	indirect	
6334	194	4051	indirect	
6335	347	4051	indirect	
6336	708	4051	indirect	
6337	711	4051	indirect	
6338	817	4051	indirect	
6339	911	4051	indirect	
6340	591	4051	indirect	
6341	448	4052	indirect	
6342	688	4052	indirect	
6343	194	4053	indirect	
6344	347	4053	indirect	
6345	708	4053	indirect	
6346	711	4053	indirect	
6347	817	4053	indirect	
6348	911	4053	indirect	
6349	591	4053	indirect	
6350	194	4054	indirect	
6351	709	4054	indirect	
6352	1037	4054	indirect	
6353	1413	4054	indirect	
6354	194	4055	indirect	
6355	347	4055	indirect	
6356	708	4055	indirect	
6357	711	4055	indirect	
6358	817	4055	indirect	
6359	911	4055	indirect	
6360	1604	4055	indirect	
6361	591	4055	indirect	
6362	648	4059	indirect	
6363	646	4059	indirect	
6364	809	4059	indirect	
6365	808	4059	indirect	
6366	596	4060	indirect	
6367	194	4063	indirect	
6368	347	4063	indirect	
6369	708	4063	indirect	
6370	711	4063	indirect	
6371	817	4063	indirect	
6372	911	4063	indirect	
6373	1604	4063	indirect	
6374	591	4063	indirect	
6375	596	4066	indirect	
6376	596	4067	indirect	
6377	194	4069	indirect	
6378	347	4069	indirect	
6379	708	4069	indirect	
6380	711	4069	indirect	
6381	817	4069	indirect	
6382	911	4069	indirect	
6383	591	4069	indirect	
6384	194	4070	indirect	
6385	347	4070	indirect	
6386	708	4070	indirect	
6387	711	4070	indirect	
6388	817	4070	indirect	
6389	911	4070	indirect	
6390	1604	4070	indirect	
6391	591	4070	indirect	
6393	596	4072	indirect	
6394	707	4073	indirect	
6395	817	4073	reference	
6396	193	4073	indirect	
6397	1336	4073	indirect	
6398	1621	4073	indirect	
6399	596	4074	reference	
6400	707	4074	indirect	
6401	817	4074	reference	
6402	193	4074	indirect	
6403	1336	4074	indirect	
6404	1621	4074	indirect	
6405	194	4075	indirect	
6406	347	4075	indirect	
6407	708	4075	indirect	
6408	711	4075	indirect	
6409	817	4075	indirect	
6410	911	4075	indirect	
6411	1259	4075	indirect	
6412	591	4075	indirect	
6413	194	4080	indirect	
6414	347	4080	indirect	
6415	708	4080	indirect	
6416	711	4080	indirect	
6417	817	4080	indirect	
6418	911	4080	indirect	
6419	1259	4080	indirect	
6420	591	4080	indirect	
6421	1493	4081	indirect	
6422	1216	4081	indirect	
6423	1294	4081	indirect	
6424	1493	4082	indirect	
6425	1216	4082	indirect	
6426	1294	4082	indirect	
6427	1493	4083	indirect	
6428	1216	4083	indirect	
6429	1294	4083	indirect	
6430	194	4085	indirect	
6431	347	4085	indirect	
6432	708	4085	indirect	
6433	711	4085	indirect	
6434	817	4085	indirect	
6435	911	4085	indirect	
6436	591	4085	indirect	
6437	707	4086	indirect	
6438	817	4086	reference	
6439	193	4086	indirect	
6440	1336	4086	indirect	
6441	1621	4086	indirect	
6442	1793	4087	indirect	
6443	661	4087	indirect	
6444	833	4087	indirect	
6445	596	4088	reference	
6446	707	4088	indirect	
6447	817	4088	reference	
6448	193	4088	indirect	
6449	1336	4088	indirect	
6450	1621	4088	indirect	
6451	1793	4089	indirect	
6452	661	4089	indirect	
6453	1460	4089	indirect	
6454	194	4090	indirect	
6455	818	4090	indirect	
6456	817	4090	reference	
6457	194	4092	indirect	
6458	347	4092	indirect	
6459	708	4092	indirect	
6460	711	4092	indirect	
6461	817	4092	indirect	
6462	911	4092	indirect	
6463	591	4092	indirect	
6464	194	4093	indirect	
6465	347	4093	indirect	
6466	708	4093	indirect	
6467	711	4093	indirect	
6468	817	4093	indirect	
6469	911	4093	indirect	
6470	591	4093	indirect	
6471	1493	4096	indirect	
6472	1216	4096	indirect	
6473	1294	4096	indirect	
6474	194	4097	indirect	
6475	347	4097	indirect	
6476	708	4097	indirect	
6477	711	4097	indirect	
6478	817	4097	indirect	
6479	911	4097	indirect	
6480	591	4097	indirect	
6481	194	4098	indirect	
6482	347	4098	indirect	
6483	708	4098	indirect	
6484	711	4098	indirect	
6485	817	4098	indirect	
6486	911	4098	indirect	
6487	591	4098	indirect	
6488	1793	4099	indirect	
6489	661	4099	indirect	
6490	1460	4099	indirect	
6491	587	4102	enabling	
6492	194	4104	indirect	
6493	347	4104	indirect	
6494	708	4104	indirect	
6495	711	4104	indirect	
6496	817	4104	indirect	
6497	911	4104	indirect	
6498	591	4104	indirect	
6499	596	4106	indirect	
6500	194	4108	indirect	
6501	347	4108	indirect	
6502	708	4108	indirect	
6503	711	4108	indirect	
6504	817	4108	indirect	
6505	911	4108	indirect	
6506	591	4108	indirect	
6507	194	4109	indirect	
6508	818	4109	indirect	
6509	817	4109	reference	
6510	194	4110	indirect	
6511	347	4110	indirect	
6512	708	4110	indirect	
6513	711	4110	indirect	
6514	817	4110	indirect	
6515	911	4110	indirect	
6516	591	4110	indirect	
6517	194	4111	indirect	
6518	347	4111	indirect	
6519	708	4111	indirect	
6520	711	4111	indirect	
6521	817	4111	indirect	
6522	911	4111	indirect	
6523	591	4111	indirect	
6524	707	4112	indirect	
6525	817	4112	reference	
6526	193	4112	indirect	
6527	1336	4112	indirect	
6528	1621	4112	indirect	
6529	648	4114	indirect	
6530	646	4114	indirect	
6531	809	4114	indirect	
6532	808	4114	indirect	
6533	646	4115	indirect	
6534	645	4115	indirect	
6535	808	4115	indirect	
6536	596	4117	indirect	
6537	1758	4118	indirect	
6538	587	4118	indirect	
6539	1117	4118	indirect	
6540	448	4119	indirect	
6541	688	4119	indirect	
6542	194	4120	indirect	
6543	347	4120	indirect	
6544	708	4120	indirect	
6545	711	4120	indirect	
6546	817	4120	indirect	
6547	911	4120	indirect	
6548	1604	4120	indirect	
6549	591	4120	indirect	
6550	194	4121	indirect	
6551	347	4121	indirect	
6552	708	4121	indirect	
6553	711	4121	indirect	
6554	817	4121	indirect	
6555	911	4121	indirect	
6556	591	4121	indirect	
6557	596	4123	indirect	
6558	194	4124	indirect	
6559	709	4124	indirect	
6560	1037	4124	indirect	
6561	1413	4124	indirect	
6562	596	4127	indirect	
6563	596	4129	indirect	
6564	194	4130	indirect	
6565	347	4130	indirect	
6566	708	4130	indirect	
6567	711	4130	indirect	
6568	817	4130	indirect	
6569	911	4130	indirect	
6570	591	4130	indirect	
6571	596	4131	indirect	
6572	596	4132	indirect	
6573	194	4133	indirect	
6574	347	4133	indirect	
6575	708	4133	indirect	
6576	711	4133	indirect	
6577	817	4133	indirect	
6578	911	4133	indirect	
6579	1604	4133	indirect	
6580	591	4133	indirect	
6581	596	4134	indirect	
6582	596	4136	indirect	
6583	194	4138	indirect	
6584	347	4138	indirect	
6585	708	4138	indirect	
6586	711	4138	indirect	
6587	817	4138	indirect	
6588	911	4138	indirect	
6589	591	4138	indirect	
6590	596	4139	indirect	
6591	596	4140	indirect	
6592	194	4141	indirect	
6593	709	4141	indirect	
6594	1037	4141	indirect	
6595	1413	4141	indirect	
6596	596	4142	indirect	
6597	194	4143	indirect	
6598	347	4143	indirect	
6599	708	4143	indirect	
6600	711	4143	indirect	
6601	817	4143	indirect	
6602	911	4143	indirect	
6603	591	4143	indirect	
6604	996	4145	indirect	
6605	602	4145	reference	
6606	1543	4145	indirect	
6607	596	4146	indirect	
6608	646	4147	indirect	
6609	648	4147	indirect	
6610	809	4147	indirect	
6611	808	4147	indirect	
6612	646	4148	indirect	
6613	648	4148	indirect	
6614	809	4148	indirect	
6615	808	4148	indirect	
6616	194	4149	indirect	
6617	347	4149	indirect	
6618	708	4149	indirect	
6619	711	4149	indirect	
6620	817	4149	indirect	
6621	911	4149	indirect	
6622	591	4149	indirect	
6623	596	4152	indirect	
6624	1523	4153	indirect	
6625	596	4156	indirect	
6626	194	4157	indirect	
6627	347	4157	indirect	
6628	708	4157	indirect	
6629	711	4157	indirect	
6630	817	4157	indirect	
6631	911	4157	indirect	
6632	591	4157	indirect	
6633	194	4160	indirect	
6634	347	4160	indirect	
6635	708	4160	indirect	
6636	711	4160	indirect	
6637	817	4160	indirect	
6638	911	4160	indirect	
6639	591	4160	indirect	
6640	194	4164	indirect	
6641	347	4164	indirect	
6642	708	4164	indirect	
6643	711	4164	indirect	
6644	817	4164	indirect	
6645	911	4164	indirect	
6646	591	4164	indirect	
6647	596	4165	indirect	
6648	596	4166	indirect	
6649	538	4167	indirect	
6650	596	4168	indirect	
6651	194	4169	indirect	
6652	347	4169	indirect	
6653	708	4169	indirect	
6654	711	4169	indirect	
6655	817	4169	indirect	
6656	911	4169	indirect	
6657	591	4169	indirect	
6658	707	4170	indirect	
6659	817	4170	reference	
6660	193	4170	indirect	
6661	1336	4170	indirect	
6662	1621	4170	indirect	
6663	194	4171	indirect	
6664	347	4171	indirect	
6665	708	4171	indirect	
6666	711	4171	indirect	
6667	817	4171	indirect	
6668	911	4171	indirect	
6669	591	4171	indirect	
6670	194	4172	indirect	
6671	347	4172	indirect	
6672	708	4172	indirect	
6673	711	4172	indirect	
6674	817	4172	indirect	
6675	911	4172	indirect	
6676	591	4172	indirect	
6677	596	4173	indirect	
6678	596	4174	indirect	
6679	194	4175	indirect	
6680	347	4175	indirect	
6681	708	4175	indirect	
