nationalarchivesid	source	government	nationalarchivesgovernmentname	nationalarchivesgovernmenttype	nationalarchivesunit	nationalarchivesunitfrom	nationalarchivesunitto	nationalarchivesexamined	nationalarchivesset
3655	10	5708	Wellsville	Borough	17500453	94	94	f	
3658	10	5415	Stewartstown	Borough	17500453	93	93	f	
3659	10	5386	Spring Grove	Borough	17500453	91	92	f	
3661	10	7027	Absecon	City	17500374	591	592	f	
3663	10	7039	Atlantic City	City	17500374	593	605	f	
3664	10	7084	Brigantine	City	17500374	606	607	f	
3665	10	7088	Buena	Borough	17500374	608	615	f	
3666	10	7122	Corbin	City	17500374	616	617	f	
3667	10	7153	Egg Harbor	City	17500374	618	622	f	
3669	10	7165	Estell Manor	City	17500374	623	624	f	
3670	10	7180	Folsom	Borough	17500374	625	626	f	
3671	10	7194	Galloway	Township	17500374	580	583	f	
3672	10	7218	Hamilton	Township	17500374	584	588	f	
3673	10	7218	Mays Landing	Place	17500374	674	674	f	
3675	10	7220	Hammonton	Town	17500374	627	635	f	
3676	10	7288	Linwood	City	17500374	636	637	f	
3677	10	7300	Longport	Borough	17500374	638	639	f	
3678	10	7321	Margate	City	17500374	640	642	f	
3680	10	7363	Mullica	Township	17500374	589	590	f	
3681	10	7384	Northfield	City	17500374	643	647	f	
3684	10	7429	Pleasantville	City	17500374	648	658	f	
3685	10	7435	Port Republic	City	17500374	659	660	f	
3687	10	7539	Ventnor City	City	17500374	661	672	f	
3688	10	7058	Bergenfield	Borough	17500374	701	711	f	
3690	10	7071	Bogota	Borough	17500374	712	723	f	
3693	10	7099	Carlstadt	Borough	17500374	724	730	f	
3694	10	7114	Cliffside Park	Borough	17500374	731	741	f	
3696	10	7118	Closter	Borough	17500374	742	746	f	
3697	10	7125	Cresskill	Borough	17500374	747	748	f	
3698	10	7131	Demarest	Borough	17500374	749	750	f	
3700	10	7137	Dumont	Borough	17500374	751	757	f	
3702	10	7664	East Paterson	Borough	17500374	758	761	f	
3703	10	7146	East Rutherford	Borough	17500374	762	771	f	
3705	10	7150	Edgewater	Borough	17500374	772	778	f	
3707	10	7160	Emerson	Borough	17500374	779	780	f	
3708	10	7162	Englewood Cliffs	Borough	17500374	796	797	f	
3709	10	7161	Englewood	City	17500374	781	795	f	
3711	10	7169	Fair Lawn	Borough	17500374	798	808	f	
3714	10	7172	Fairview	Borough	17500374	809	818	f	
3715	10	7181	Fort Lee	Borough	17500374	819	834	f	
3717	10	7188	Franklin Lakes	Borough	17500374	835	836	f	
3719	10	7195	Garfield	City	17500374	837	850	f	
3721	10	7201	Glen Rock	Borough	17500374	851	863	f	
3722	10	7210	Hackensack	City	17500374	864	874	f	
3723	10	7228	Harrington Park	Borough	17500374	875	876	f	
3726	10	7232	Hasbrouck Heights	Borough	17500374	877	886	f	
3727	10	7233	Haworth	Borough	17500374	887	888	f	
3728	10	7243	Hillsdale	Borough	17500374	889	894	f	
3730	10	7245	Hohokus	Borough	17500374	895	896	f	
3732	10	7283	Leonia	Borough	17500374	897	907	f	
3733	10	7291	Little Ferry	Borough	17500374	908	912	f	
3736	10	7295	Lodi	Borough	17500374	913	923	f	
3737	10	7305	Lyndhurst	Township	17500374	679	682	f	
3740	10	7308	Mahwah	Township	17500374	683	686	f	
3741	10	7325	Maywood	Borough	17500374	924	935	f	
3743	10	7335	Midland Park	Borough	17500374	936	943	f	
3745	10	7349	Montvale	Borough	17500374	944	945	f	
3746	10	7351	Moonachie	Borough	17500374	946	947	f	
3748	10	7370	New Milford	Borough	17500374	948	952	f	
3749	10	7376	North Arlington	Borough	17500374	953	963	f	
3751	10	7385	Northvale	Borough	17500374	964	965	f	
3752	10	7388	Oakland	Borough	17500374	966	967	f	
3753	10	7397	Old Tappan	Borough	17500374	968	970	f	
3754	10	7399	Oradell	Borough	17500374	971	977	f	
3755	10	7402	Palisades Park	Borough	17500374	978	989	f	
3758	10	7404	Paramus	Borough	17500374	990	995	f	
3759	10	7405	Park Ridge	Borough	17500374	996	1001	f	
3761	10	7441	Ramsey	Borough	17500374	1002	1008	f	
3763	10	7449	Ridgefield Park	Village	17500374	1018	1036	f	
3764	10	7448	Ridgefield	Borough	17500374	1009	1017	f	
3767	10	7450	Ridgewood	Village	17500374	1037	1047	f	
3768	10	7452	River Edge	Borough	17500374	1048	1050	f	
3769	10	7458	Rochelle Park	Township	17500374	687	688	f	
3770	10	7461	Rockleigh	Borough	17500374	1051	1052	f	
3772	10	7470	Rutherford	Borough	17500374	1053	1062	f	
3773	10	7472	Saddle River	Borough	17500374	1063	1064	f	
3774	10	7796	Saddle River	Township	17500374	689	690	f	
3775	10	7494	South Hackensack	Township	17500374	691	692	f	
3776	10	7521	Teaneck	Township	17500374	693	696	f	
3777	10	7522	Tenafly	Borough	17500374	1065	1078	f	
3779	10	7523	Teterboro	Borough	17500374	1079	1080	f	
3780	10	7545	Waldwick	Borough	17500374	1081	1082	f	
3781	10	7547	Wallington	Borough	17500374	1083	1090	f	
3783	10	7554	Washington	Township	17500374	697	698	f	
3785	10	7576	Westwood	Borough	17500374	1091	1102	f	
3786	10	7585	Wood-Ridge	Borough	17500374	1103	1114	f	
3788	10	7590	Woodcliff Lake	Borough	17500374	1115	1118	f	
3790	10	7597	Wyckoff	Township	17500374	699	700	f	
3791	10	7048	Bass River	Township	17500374	1122	1123	f	
3792	10	7066	Beverly	City	17500374	1185	1189	f	
3794	10	7074	Bordentown	City	17500374	1190	1192	f	
3795	10	7075	Bordentown	Township	17500374	1124	1125	f	
3796	10	7090	Burlington	City	17500374	1193	1200	f	
3798	10	7091	Springside	Place	17500374	1223	1223	f	
3799	10	7109	Chesterfield	Township	17500374	1126	1129	f	
3800	10	7110	Cinnaminson	Township	17500374	1130	1131	f	
3801	10	7128	Delanco	Township	17500374	1132	1133	f	
3802	10	7128	Delanco	Place	17500374	1217	1217	f	
3803	10	7130	Delran	Township	17500374	1134	1135	f	
3804	10	7166	Evesham	Township	17500374	1136	1137	f	
3805	10	7176	Fieldsboro	Borough	17500374	1201	1203	f	
3806	10	7178	Florence-Roebling	Place	17500374	1218	1218	f	
3807	10	7178	Florence	Township	17500374	1138	1150	f	
3809	10	7215	Hainesport	Place	17500374	1219	1219	f	
3810	10	7215	Hainesport	Township	17500374	1151	1152	f	
3811	10	7314	Mansfield	Township	17500374	1153	1154	f	
3812	10	7319	Maple Shade	Township	17500374	1155	1156	f	
3814	10	7327	Medford Lakes	Borough	17500374	1204	1205	f	
3815	10	7326	Medford	Township	17500374	1157	1158	f	
3816	10	7326	Medford-Peacock	Place	17500374	1220	1220	f	
3818	10	7352	Moorestown	Township	17500374	1159	1160	f	
3819	10	7358	Mount Holly	Township	17500374	1161	1162	f	
3821	10	7358	Mount Holly	Place	17500374	1221	1221	f	
3822	10	7359	Mount Laurel	Township	17500374	1163	1164	f	
3823	10	7381	North Hanover	Township	17500374	1165	1166	f	
3825	10	7403	Palmyra	Borough	17500374	1206	1207	f	
3826	10	7411	Pemberton	Borough	17500374	1208	1209	f	
3827	10	7412	Browns Mills	Place	17500374	1216	1216	f	
3829	10	7455	Riverside	Place	17500374	1222	1222	f	
3830	10	7455	Riverside	Township	17500374	1167	1169	f	
3831	10	7456	Riverton	Borough	17500374	1210	1211	f	
3832	10	7483	Shamong	Township	17500374	1172	1173	f	
3833	10	7506	Springfield	Township	17500374	1174	1175	f	
3834	10	7519	Tabernacle	Township	17500374	1170	1171	f	
3835	10	7555	Washington	Township	17500374	1176	1180	f	
3836	10	7591	Woodland	Township	17500374	1183	1184	f	
3837	10	7596	Wrightstown	Borough	17500374	1212	1214	f	
3838	10	7042	Audubon Park	Borough	17500374	1246	1249	f	
3840	10	7041	Audubon	Borough	17500374	1237	1245	f	
3841	10	7047	Barrington	Borough	17500374	1250	1251	f	
3842	10	7055	Bellmawr	Borough	17500374	1252	1253	f	
3843	10	7061	Berlin	Borough	17500374	1254	1255	f	
3844	10	7086	Brooklawn	Borough	17500374	1256	1257	f	
3845	10	7096	Camden	City	17500374	1258	1271	f	
3847	10	7113	Clementon	Borough	17500374	1272	1277	f	
3849	10	7119	Collingswood	Borough	17500374	1278	1287	f	
3851	10	7197	Gibbsboro	Borough	17500374	1288	1289	f	
3853	10	7203	Gloucester	City	17500374	1290	1301	f	
3854	10	7213	Haddon Heights	Borough	17500374	1302	1306	f	
3856	10	7212	Haddon	Township	17500374	1227	1229	f	
3859	10	7214	Haddonfield	Borough	17500374	1307	1321	f	
3860	10	7237	Hi-Nella	Borough	17500374	1322	1323	f	
3861	10	7276	Laurel Springs	Borough	17500374	1324	1329	f	
3862	10	7278	Lawnside	Borough	17500374	1330	1331	f	
3863	10	7287	Lindenwold	Borough	17500374	1332	1334	f	
3865	10	7307	Magnolia	Borough	17500374	1335	1336	f	
3867	10	7330	Merchantville	Borough	17500374	1337	1342	f	
3868	10	7357	Mount Ephraim	Borough	17500374	1343	1344	f	
3870	10	7389	Oaklyn	Borough	17500374	1345	1350	f	
3872	10	7415	Pennsauken	Township	17500374	1230	1234	f	
3873	10	7422	Pine Hill	Borough	17500374	1351	1352	f	
3874	10	7423	Pine Valley	Borough	17500374	1353	1354	f	
3875	10	7469	Runnemede	Borough	17500374	1355	1360	f	
3876	10	7488	Somerdale	Borough	17500374	1361	1362	f	
3877	10	7514	Stratford	Borough	17500374	1363	1364	f	
3878	10	7520	Tavistock	Borough	17500374	1365	1369	f	
3879	10	7544	Voorhees	Township	17500374	1235	1236	f	
3881	10	7593	Wood-Lynne	Borough	17500374	1370	1375	f	
3882	10	7043	Avalon	Borough	17500374	1391	1392	f	
3884	10	7097	Cape May	City	17500374	1393	1400	f	
3885	10	7302	Lower	Township	17500374	1384	1386	f	
3886	10	7332	Middle	Township	17500374	1387	1388	f	
3887	10	7332	Cape May Court House	Place	17500374	1440	1440	f	
3888	10	7383	North Wildwood	City	17500374	1401	1402	f	
3890	10	7392	Ocean	City	17500374	1403	1410	f	
3891	10	7479	Sea Isle	City	17500374	1411	1415	f	
3892	10	7512	Stone Harbor	Borough	17500374	1416	1418	f	
3893	10	7534	Upper	Township	17500374	1389	1390	f	
3894	10	7565	West Cape May	Borough	17500374	1419	1420	f	
3895	10	7571	West Wildwood	Borough	17500374	1421	1423	f	
3896	10	7581	Wildwood Crest	Borough	17500374	1433	1436	f	
3898	10	7580	Wildwood	City	17500374	1424	1432	f	
3899	10	7586	Woodbine	Borough	17500374	1437	1438	f	
3900	10	7081	Bridgeton	City	17500374	1462	1475	f	
3902	10	7121	Port Norris	Place	17500374	1506	1506	f	
3903	10	7121	Commercial	Township	17500374	1444	1445	f	
3904	10	7136	Downe	Township	17500374	1446	1447	f	
3905	10	7171	Gouldtown	Place	17500374	1502	1502	f	
3906	10	7171	Fairfield	Township	17500374	1448	1449	f	
3907	10	7206	Greenwich	Township	17500374	1450	1451	f	
3908	10	7714	Northwest Vineland	Place	17500374	1505	1505	f	
3910	10	7714	Landis	Township	17500374	1452	1457	f	
3914	10	7714	Southeast Vineland	Place	17500374	1508	1508	f	
3915	10	7279	Cedarville	Place	17500374	1501	1501	f	
3916	10	7279	Lawrence	Township	17500374	1458	1459	f	
3917	10	7341	Millville	City	17500374	1476	1485	f	
3919	10	7535	Seabrook Farms	Place	17500374	1507	1507	f	
3920	10	7535	Gouldtown	Place	17500374	1502	1502	f	
3921	10	7535	Upper Deerfield	Township	17500374	1460	1461	f	
3922	10	7836	Vineland	Borough	17500374	1486	1499	f	
3925	10	7611	Belleville	Town	17500374	1522	1527	f	
3927	10	7622	Bloomfield	Town	17500374	1528	1538	f	
3929	10	7632	Caldwell	Borough	17500374	1539	1545	f	
3930	10	7633	Caldwell	Township	17500374	1515	1516	f	
3931	10	7145	East Orange	City	17500374	1546	1557	f	
3933	10	7687	Glen Ridge	Borough	17500374	1558	1563	f	
3936	10	7704	Irvington	Town	17500374	1564	1573	f	
3938	10	7320	Maplewood	Township	17500374	1517	1519	f	
3941	10	7337	Millburn	Township	17500374	1520	1521	f	
3943	10	7737	Montclair	Town	17500374	1574	1583	f	
3944	10	7373	Newark	City	17500374	1584	1598	f	
3946	10	7749	North Caldwell	Borough	17500374	1599	1600	f	
3947	10	7758	Nutley	Town	17500374	1601	1610	f	
3950	10	7761	Orange	City	17500374	1611	1620	f	
3951	10	7464	Roseland	Borough	17500374	1621	1622	f	
3953	10	7814	South Orange	Village	17500374	1623	1632	f	
3954	10	7833	Verona	Borough	17500374	1633	1645	f	
3956	10	7841	West Caldwell	Borough	17500374	1646	1651	f	
3958	10	7845	West Orange	Town	17500374	1652	1664	f	
3959	10	7112	Clayton	Borough	17500374	1676	1677	f	
3961	10	7134	Deptford	Township	17500374	1670	1671	f	
3962	10	7156	Acres	Place	17500374	1737	1737	f	
3963	10	7185	Franklinville	Place	17500374	1736	1736	f	
3965	10	7198	Glassboro	Borough	17500374	1678	1685	f	
3966	10	7207	Gibbstown	Place	17500374	1735	1735	f	
3967	10	7345	Williamstown	Place	17500374	1738	1738	f	
3968	10	7345	Monroe	Township	17500374	1672	1673	f	
3969	10	7364	National Park	Borough	17500374	1686	1687	f	
3970	10	7374	Newfield	Borough	17500374	1688	1692	f	
3971	10	7409	Paulsboro	Borough	17500374	1693	1703	f	
3974	10	7425	Pitman	Borough	17500374	1704	1714	f	
3975	10	7495	South Harrison	Township	17500374	1674	1675	f	
3976	10	7518	Swedesboro	Borough	17500374	1715	1716	f	
3977	10	7562	Wenonah	Borough	17500374	1717	1718	f	
3979	10	7575	Westville	Borough	17500374	1719	1724	f	
3981	10	7589	Woodbury Heights	Borough	17500374	1732	1733	f	
3982	10	7588	Woodbury	City	17500374	1725	1731	f	
3985	10	7050	Bayonne	City	17500374	1746	1755	f	
3986	10	7209	Guttenberg	Town	17500374	1756	1762	f	
3988	10	7229	Harrison	Town	17500374	1763	1774	f	
3990	10	7246	Hoboken	City	17500374	1775	1782	f	
3992	10	7262	Jersey	City	17500374	1783	1799	f	
3994	10	7264	Kearney	Town	17500374	1800	1810	f	
3995	10	7377	North Bergen	Township	17500374	1742	1743	f	
3997	10	7482	Secaucus	Town	17500374	1811	1820	f	
3999	10	7533	Union	City	17500374	1831	1840	f	
4001	10	7561	Weehawken	Township	17500374	1744	1745	f	
4003	10	7569	West New York	Town	17500374	1821	1830	f	
4004	10	7028	Alexandria	Township	17500374	1844	1845	f	
4005	10	7177	Flemington	Borough	17500374	1856	1861	f	
4006	10	7247	Holland	Township	17500374	1846	1847	f	
4007	10	7275	Lambertville	City	17500374	1862	1865	f	
4009	10	7281	Lebanon	Borough	17500374	1866	1867	f	
4010	10	7336	Milford	Borough	17500374	1868	1869	f	
4011	10	7445	Readington	Township	17500374	1848	1849	f	
4012	10	7524	Tewksbury	Township	17500374	1850	1851	f	
4013	10	7531	Union	Township	17500374	1852	1853	f	
4014	10	7563	West Amwell	Township	17500374	1854	1855	f	
4015	10	7167	Ewing	Township	17500374	1873	1874	f	
4017	10	7219	Hamilton	Township	17500374	1875	1877	f	
4020	10	7241	Hightstown	Borough	17500374	1886	1891	f	
4021	10	7251	Hopewell	Borough	17500374	1892	1893	f	
4022	10	7252	Hopewell	Township	17500374	1878	1879	f	
4023	10	7280	Lawrenceville	Place	17500374	1921	1921	f	
4025	10	7280	Lawrence	Township	17500374	1880	1881	f	
4026	10	7413	Pennington	Borough	17500374	1894	1895	f	
4028	10	7782	Princeton	Borough	17500374	1896	1906	f	
4029	10	7783	Princeton	Township	17500374	1882	1883	f	
4030	10	7783	North Princeton	Place	17500374	1922	1922	f	
4032	10	7528	Trenton	City	17500374	1907	1919	f	
4033	10	7839	Washington	Township	17500374	1884	1885	f	
4034	10	7101	Carteret	Borough	17500374	1945	1955	f	
4036	10	7123	Cranbury	Place	17500374	2076	2076	f	
4037	10	7123	Cranbury	Township	17500374	1926	1927	f	
4038	10	7138	Dunellen	Borough	17500374	1956	1966	f	
4041	10	7141	East Brunswick	Township	17500374	1928	1929	f	
4043	10	7239	Highland Park	Borough	17500374	1981	1982	f	
4044	10	7239	Highland Park	Borough	17500374	1967	1978	f	
4045	10	7260	Jamesburg	Borough	17500374	1983	1984	f	
4046	10	7260	Jamesburg	Borough	17500374	1979	1980	f	
4049	10	7331	Metuchen	Borough	17500374	1985	1995	f	
4050	10	7333	Middlesex	Borough	17500374	1996	1998	f	
4052	10	7340	Milltown	Borough	17500374	1999	2004	f	
4054	10	7344	Monroe	Township	17500374	1930	1931	f	
4055	10	7368	New Brunswick	City	17500374	2005	2017	f	
4057	10	7378	North Brunswick	Township	17500374	1932	1933	f	
4060	10	7418	Perth Amboy	City	17500374	2018	2028	f	
4061	10	7424	Piscataway	Township	17500374	1934	1935	f	
4063	10	7428	Plainsboro	Place	17500374	2077	2077	f	
4064	10	7787	Raritan	Township	17500374	1936	1938	f	
4067	10	7475	Sayreville	Borough	17500374	2029	2038	f	
4068	10	7491	South Amboy	City	17500374	2039	2050	f	
4070	10	7493	South Brunswick	Township	17500374	1939	1940	f	
4071	10	7497	South Plainfield	Borough	17500374	2051	2061	f	
4074	10	7498	South River	Borough	17500374	2062	2072	f	
4075	10	7502	Spotswood	Borough	17500374	2073	2074	f	
4076	10	7587	Woodbridge	Township	17500374	1941	1944	f	
4077	10	7031	Allenhurst	Borough	17500374	2108	2109	f	
4078	10	7032	Allentown	Borough	17500374	2110	2112	f	
4079	10	7038	Asbury Park	City	17500374	2113	2123	f	
4081	10	7040	Atlantic Highlands	Borough	17500374	2124	2125	f	
4082	10	7044	Avon-by-the-Sea	Borough	17500374	2126	2127	f	
4083	10	7056	Belmar	Borough	17500374	2128	2135	f	
4085	10	7077	Bradley Beach	Borough	17500374	2136	2141	f	
4087	10	7083	Brielle	Borough	17500374	2142	2143	f	
4088	10	7126	Deal	Borough	17500374	2144	2145	f	
4089	10	7149	Eatontown	Borough	17500374	2146	2147	f	
4090	10	7163	Englishtown	Borough	17500374	2148	2149	f	
4091	10	7168	Fair Haven	Borough	17500374	2150	2151	f	
4092	10	7175	Farmingdale	Borough	17500374	2152	2154	f	
4093	10	7190	Freehold	Borough	17500374	2155	2164	f	
4095	10	7191	Freehold	Township	17500374	2085	2086	f	
4096	10	7240	Highlands	Borough	17500374	2165	2166	f	
4097	10	7248	Holmdel	Township	17500374	2087	2088	f	
4098	10	7254	Howell	Township	17500374	2089	2090	f	
4100	10	7256	Interlaken	Borough	17500374	2167	2168	f	
4101	10	7263	Keansburg	Borough	17500374	2169	2178	f	
4103	10	7266	Keyport	Borough	17500374	2179	2183	f	
4104	10	7292	Little Silver	Borough	17500374	2184	2185	f	
4106	10	7298	Long Branch	City	17500374	2186	2196	f	
4107	10	7309	Manalapan	Township	17500374	2091	2092	f	
4108	10	7310	Manasguan	Borough	17500374	2197	2198	f	
4109	10	7322	Marlboro	Township	17500374	2093	2094	f	
4110	10	7323	Matawan	Borough	17500374	2199	2204	f	
4112	10	7730	Cliffwood	Place	17500374	2262	2262	f	
4113	10	7730	Matawan	Township	17500374	2095	2096	f	
4114	10	7730	Oak Shades	Place	17500374	2269	2269	f	
4115	10	7334	Middletown	Township	17500374	2097	2098	f	
4116	10	7334	Leonardo	Place	17500374	2267	2267	f	
4117	10	7334	East Keansburg	Place	17500374	2264	2264	f	
4118	10	7334	Port Monmouth	Place	17500374	2272	2272	f	
4119	10	7334	Belford	Place	17500374	2261	2261	f	
4121	10	7343	Monmouth Beach	Borough	17500374	2205	2210	f	
4122	10	7365	Whitesville-West Grove-Bradley Park	Place	17500374	2278	2278	f	
4123	10	7366	Neptune	City	17500374	2211	2212	f	
4124	10	7365	Ocean Grove	Place	17500374	2271	2271	f	
4126	10	7365	Neptune	Township	17500374	2099	2101	f	
4127	10	7390	Oakhurst	Place	17500374	2270	2270	f	
4128	10	7390	Wanamassa	Place	17500374	2274	2274	f	
4130	10	7390	Ocean	Township	17500374	2102	2103	f	
4131	10	7394	Oceanport	Borough	17500374	2213	2218	f	
4132	10	7788	West Keansburg	Place	17500374	2277	2277	f	
4133	10	7788	Raritan	Township	17500374	2104	2105	f	
4135	10	7446	Red Bank	Borough	17500374	2219	2229	f	
4136	10	7463	Roosevelt	Borough	17500374	2234	2235	f	
4137	10	7468	Rumson	Borough	17500374	2236	2241	f	
4138	10	7477	Sea Bright	Borough	17500374	2242	2243	f	
4139	10	7478	Sea Girt	Borough	17500374	2244	2247	f	
4140	10	7486	Shrewsbury	Borough	17500374	2248	2249	f	
4141	10	7487	Hance Park	Place	17500374	2266	2266	f	
4142	10	7487	Vail Homes	Place	17500374	2273	2273	f	
4144	10	7810	South Belmar	Borough	17500374	2250	2251	f	
4145	10	7504	Spring Lake Heights	Borough	17500374	2254	2255	f	
4146	10	7503	Spring Lake	Borough	17500374	2252	2253	f	
4147	10	7532	Union Beach	Borough	17500374	2256	2257	f	
4149	10	7546	West Belmar	Place	17500374	2276	2276	f	
4150	10	7546	Wall	Township	17500374	2106	2107	f	
4151	10	7567	West Long Branch	Borough	17500374	2258	2259	f	
4153	10	7072	Boonton	Town	17500375	41	45	f	
4154	10	7073	Boonton	Township	17500375	7	8	f	
4156	10	7092	Butler	Borough	17500375	46	51	f	
4158	10	7103	Chatham	Borough	17500375	52	57	f	
4159	10	7104	Chatham	Township	17500375	9	12	f	
4160	10	7107	Chester	Borough	17500375	58	59	f	
4161	10	7108	Chester	Township	17500375	13	14	f	
4162	10	7133	Denville	Township	17500375	15	16	f	
4164	10	7135	Dover	Town	17500375	60	69	f	
4166	10	7143	East Hanover	Township	17500375	17	18	f	
4167	10	7179	Florham Park	Borough	17500375	70	75	f	
4168	10	7261	Woodstock-Petersburg	Place	17500375	131	131	f	
4169	10	7261	Jefferson	Township	17500375	19	20	f	
4170	10	7261	Lake Hopatcong	Place	17500375	128	128	f	
4171	10	7268	Kinnelon	Borough	17500375	76	77	f	
4172	10	7285	Lincoln Park	Borough	17500375	78	80	f	
4173	10	7306	Madison	Borough	17500375	81	91	f	
4175	10	7328	Mendham	Borough	17500375	92	93	f	
4176	10	7342	Mine Hill	Township	17500375	21	22	f	
4177	10	7350	Montville	Township	17500375	23	24	f	
4178	10	7354	Morris Plains	Borough	17500375	94	96	f	
4180	10	7353	Morris	Township	17500375	25	26	f	
4181	10	7355	Morristown	Town	17500375	97	107	f	
4183	10	7356	Mount Arlington	Borough	17500375	108	109	f	
4184	10	7360	Budd Lake	Place	17500375	126	126	f	
4185	10	7361	Mountain Lakes	Borough	17500375	110	111	f	
4186	10	7367	Netcong	Borough	17500375	112	113	f	
4187	10	7406	Parsippany-Troy Hills	Township	17500375	27	30	f	
4189	10	7467	Succasunna-Kenvil	Place	17500375	130	130	f	
4190	10	7770	Passaic	Township	17500375	31	32	f	
4192	10	7417	Pequannock	Township	17500375	33	34	f	
4193	10	7442	Randolph	Township	17500375	35	38	f	
4194	10	7454	Riverdale	Borough	17500375	114	115	f	
4195	10	7459	Rockaway	Borough	17500375	116	120	f	
4197	10	7460	Green Pond	Place	17500375	127	127	f	
4198	10	7467	Roxbury	Township	17500375	39	40	f	
4200	10	7467	Roxbury	Township	17500375	120	130	f	
4201	10	7578	Wharton	Borough	17500375	121	124	f	
4203	10	7607	Barnegat City	Borough	17500375	165	166	f	
4204	10	7049	Bay Head	Borough	17500375	167	168	f	
4205	10	7052	Beachwood	Borough	17500375	169	170	f	
